,0,1,2,3,4,5,6,7
10,"You guys have cereals, we have Fruit Hoops. #NBACerealspic.twitter.com/EjkWglCUzf",ChicagoBulls,LAClippers,"['You guys have cereals, we have Fruit Hoops. #NBACerealspic.twitter.com/EjkWglCUzf', 'How about a cereal classic and a spoonful of KABATUM!\n#NBACerealspic.twitter.com/IjH7CBgQo0', ""You can't start your day without a bowl of Honey Nut Felicios! #NBACerealspic.twitter.com/Wu8G5zQMBb"", 'Gotta love them Zo’s!!! #NBACerealspic.twitter.com/Alhps47Xg9', 'All these #NBACereals are great pic.twitter.com/bUkxcTrFqB', ""But we're gonna have to go with Slam Duncan O's.  #NBACerealspic.twitter.com/iKkwRoMwW6"", 'Clearly you guys have never tried Apple Jackson. #NBACerealspic.twitter.com/zrw9HQR2Ro', 'Actually, we have...\n\n#NBACerealspic.twitter.com/iOcmjjXzqw', ""While you guys get all hyped up on sugar, we'll be over here enjoying a classic bowl of HavliChex #NBACerealspic.twitter.com/9hxtvFpfXq"", ""Delicious, but we're sticking with the OG: Cap'n Clutch. #NBACerealspic.twitter.com/iZteE4pLXK"", ""In case you're still hungry, there's always The Greatest (Cereal) of All Time. #NBACerealspic.twitter.com/PdJ2iKwh21""]",11,"['Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017']","['Denver Nuggets', 'Charlotte Hornets', 'Chicago Bulls', 'Charlotte Hornets', 'San Antonio Spurs', 'San Antonio Spurs', 'Sacramento Kings', 'Chicago Bulls', 'Boston Celtics', 'Memphis Grizzlies', 'Chicago Bulls']",11
11,.@SlamsonTheLion Drains Reverse Halfcourt Shot » http://spr.ly/60118XyrR pic.twitter.com/4tzIy9ns7m,ChicagoBulls,nuggets,"['.@SlamsonTheLion Drains Reverse Halfcourt Shot » http://spr.ly/60118XyrR\xa0pic.twitter.com/4tzIy9ns7m', 'looks familiar pic.twitter.com/cQRoMYTgWf', 'same (@STUFFMagic )pic.twitter.com/IT8IsVcZFL', 'Anyone up for a game of knockout?pic.twitter.com/dLQ6Pmnq4P', ""We're a little late to this party but at least @bennythebull dressed up.pic.twitter.com/JTFgUrXW1I""]",5,"['Mar 2 2017', 'Mar 2 2017', 'Mar 2 2017', 'Mar 2 2017', 'Mar 3 2017']","['Sacramento Kings', 'Denver Nuggets', 'Orlando Magic', 'Atlanta Hawks', 'Chicago Bulls']",5
12,Anyone enjoying their #NBACereals this morning? We started the day with a bowl of Special Kay pic.twitter.com/DkVMVlDX2O,ChicagoBulls,nuggets,"['Anyone enjoying their #NBACereals this morning? We started the day with a bowl of Special Kay pic.twitter.com/DkVMVlDX2O', 'That sounds like a good one, but have you ever tried Honey Bunches of GOATS? #NBACerealspic.twitter.com/CMNIK0C9WP', 'We’re picking up what you’re putting down… #TBT to Glen Rice Krispies #NBACerealpic.twitter.com/bUFYKsogmk', 'We are getting dunk-a-tized this morning in Orlando  #NBACerealspic.twitter.com/SdEo3JPJj2', 'Nothing like starting off your morning with a bowl of Frosted Blakes! #NBACerealspic.twitter.com/2bHDr58cf8', 'We thought we’d add a little #TBT to our #NBACereals this morning!pic.twitter.com/WQx5PcVvMg', 'You guys have cereals, we have Fruit Hoops. #NBACerealspic.twitter.com/EjkWglCUzf', 'How about a cereal classic and a spoonful of KABATUM!\n#NBACerealspic.twitter.com/IjH7CBgQo0', ""You can't start your day without a bowl of Honey Nut Felicios! #NBACerealspic.twitter.com/Wu8G5zQMBb""]",9,"['Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017']","['Cleveland Cavaliers', 'Atlanta Hawks', 'Charlotte Hornets', 'Orlando Magic', 'LA Clippers', 'Dallas Mavericks', 'Denver Nuggets', 'Charlotte Hornets', 'Chicago Bulls']",9
13,We are getting dunk-a-tized this morning in Orlando  #NBACerealspic.twitter.com/SdEo3JPJj2,ChicagoBulls,nuggets,"['We are getting dunk-a-tized this morning in Orlando  #NBACerealspic.twitter.com/SdEo3JPJj2', 'Nothing like starting off your morning with a bowl of Frosted Blakes! #NBACerealspic.twitter.com/2bHDr58cf8', 'We thought we’d add a little #TBT to our #NBACereals this morning!pic.twitter.com/WQx5PcVvMg', 'You guys have cereals, we have Fruit Hoops. #NBACerealspic.twitter.com/EjkWglCUzf', 'How about a cereal classic and a spoonful of KABATUM!\n#NBACerealspic.twitter.com/IjH7CBgQo0', ""You can't start your day without a bowl of Honey Nut Felicios! #NBACerealspic.twitter.com/Wu8G5zQMBb"", 'Gotta love them Zo’s!!! #NBACerealspic.twitter.com/Alhps47Xg9', 'All these #NBACereals are great pic.twitter.com/bUkxcTrFqB', ""But we're gonna have to go with Slam Duncan O's.  #NBACerealspic.twitter.com/iKkwRoMwW6"", 'Clearly you guys have never tried Apple Jackson. #NBACerealspic.twitter.com/zrw9HQR2Ro', 'Actually, we have...\n\n#NBACerealspic.twitter.com/iOcmjjXzqw']",11,"['Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017']","['Orlando Magic', 'LA Clippers', 'Dallas Mavericks', 'Denver Nuggets', 'Charlotte Hornets', 'Chicago Bulls', 'Charlotte Hornets', 'San Antonio Spurs', 'San Antonio Spurs', 'Sacramento Kings', 'Chicago Bulls']",11
14,"You guys have cereals, we have Fruit Hoops. #NBACerealspic.twitter.com/EjkWglCUzf",ChicagoBulls,spurs,"['You guys have cereals, we have Fruit Hoops. #NBACerealspic.twitter.com/EjkWglCUzf', 'How about a cereal classic and a spoonful of KABATUM!\n#NBACerealspic.twitter.com/IjH7CBgQo0', ""You can't start your day without a bowl of Honey Nut Felicios! #NBACerealspic.twitter.com/Wu8G5zQMBb"", 'Gotta love them Zo’s!!! #NBACerealspic.twitter.com/Alhps47Xg9', 'All these #NBACereals are great pic.twitter.com/bUkxcTrFqB', ""But we're gonna have to go with Slam Duncan O's.  #NBACerealspic.twitter.com/iKkwRoMwW6"", 'Clearly you guys have never tried Apple Jackson. #NBACerealspic.twitter.com/zrw9HQR2Ro', 'Actually, we have...\n\n#NBACerealspic.twitter.com/iOcmjjXzqw', ""While you guys get all hyped up on sugar, we'll be over here enjoying a classic bowl of HavliChex #NBACerealspic.twitter.com/9hxtvFpfXq"", ""Delicious, but we're sticking with the OG: Cap'n Clutch. #NBACerealspic.twitter.com/iZteE4pLXK"", ""In case you're still hungry, there's always The Greatest (Cereal) of All Time. #NBACerealspic.twitter.com/PdJ2iKwh21""]",11,"['Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017']","['Denver Nuggets', 'Charlotte Hornets', 'Chicago Bulls', 'Charlotte Hornets', 'San Antonio Spurs', 'San Antonio Spurs', 'Sacramento Kings', 'Chicago Bulls', 'Boston Celtics', 'Memphis Grizzlies', 'Chicago Bulls']",11
15,We are getting dunk-a-tized this morning in Orlando  #NBACerealspic.twitter.com/SdEo3JPJj2,ChicagoBulls,spurs,"['We are getting dunk-a-tized this morning in Orlando  #NBACerealspic.twitter.com/SdEo3JPJj2', 'Nothing like starting off your morning with a bowl of Frosted Blakes! #NBACerealspic.twitter.com/2bHDr58cf8', 'We thought we’d add a little #TBT to our #NBACereals this morning!pic.twitter.com/WQx5PcVvMg', 'You guys have cereals, we have Fruit Hoops. #NBACerealspic.twitter.com/EjkWglCUzf', 'How about a cereal classic and a spoonful of KABATUM!\n#NBACerealspic.twitter.com/IjH7CBgQo0', ""You can't start your day without a bowl of Honey Nut Felicios! #NBACerealspic.twitter.com/Wu8G5zQMBb"", 'Gotta love them Zo’s!!! #NBACerealspic.twitter.com/Alhps47Xg9', 'All these #NBACereals are great pic.twitter.com/bUkxcTrFqB', ""But we're gonna have to go with Slam Duncan O's.  #NBACerealspic.twitter.com/iKkwRoMwW6"", 'Clearly you guys have never tried Apple Jackson. #NBACerealspic.twitter.com/zrw9HQR2Ro', 'Actually, we have...\n\n#NBACerealspic.twitter.com/iOcmjjXzqw']",11,"['Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017']","['Orlando Magic', 'LA Clippers', 'Dallas Mavericks', 'Denver Nuggets', 'Charlotte Hornets', 'Chicago Bulls', 'Charlotte Hornets', 'San Antonio Spurs', 'San Antonio Spurs', 'Sacramento Kings', 'Chicago Bulls']",11
16,"Tipoff in 20. #Bulls fan roll call: who is staying up late with us tonight? 

",ChicagoBulls,Suns,"['Tipoff in 20. #Bulls fan roll call: who is staying up late with us tonight? \n\n', "". @chicagobulls We're here. s vs. s always fun for the last few decades. #WeArePHX"", ""@Suns  Let's do this!""]",3,"['18 Nov 2015', '18 Nov 2015', '18 Nov 2015']","['Chicago Bulls', 'Phoenix Suns', 'Chicago Bulls']",3
17,"Sup, @chicagobullspic.twitter.com/e3p0Qvj2Pw",ChicagoBulls,Suns,"['Sup, @chicagobullspic.twitter.com/e3p0Qvj2Pw', 'oh hey!pic.twitter.com/4fVCze8SQ8']",2,"['Feb 10 2017', 'Feb 10 2017']","['Phoenix Suns', 'Chicago Bulls']",2
18,Happy #FirstDayofFall...even if it is going to be 90 degrees in Chicago today!pic.twitter.com/O0xKnOhcOn,ChicagoBulls,ATLHawks,"['Happy #FirstDayofFall...even if it is going to be 90 degrees in Chicago today!pic.twitter.com/O0xKnOhcOn', 'Feel free to come down to Atlanta if you want to ""cool off""pic.twitter.com/GwGi4WT3tg', ""Hmmm that's an intriguing offer...we may have to wait until January 20th though.""]",3,"['Sep 22 2017', 'Sep 22 2017', 'Sep 22 2017']","['Chicago Bulls', 'Atlanta Hawks', 'Chicago Bulls']",3
19,We are getting dunk-a-tized this morning in Orlando  #NBACerealspic.twitter.com/SdEo3JPJj2,ChicagoBulls,ATLHawks,"['We are getting dunk-a-tized this morning in Orlando  #NBACerealspic.twitter.com/SdEo3JPJj2', 'Nothing like starting off your morning with a bowl of Frosted Blakes! #NBACerealspic.twitter.com/2bHDr58cf8', 'We thought we’d add a little #TBT to our #NBACereals this morning!pic.twitter.com/WQx5PcVvMg', 'You guys have cereals, we have Fruit Hoops. #NBACerealspic.twitter.com/EjkWglCUzf', 'How about a cereal classic and a spoonful of KABATUM!\n#NBACerealspic.twitter.com/IjH7CBgQo0', ""You can't start your day without a bowl of Honey Nut Felicios! #NBACerealspic.twitter.com/Wu8G5zQMBb"", 'Gotta love them Zo’s!!! #NBACerealspic.twitter.com/Alhps47Xg9', 'All these #NBACereals are great pic.twitter.com/bUkxcTrFqB', ""But we're gonna have to go with Slam Duncan O's.  #NBACerealspic.twitter.com/iKkwRoMwW6"", 'Clearly you guys have never tried Apple Jackson. #NBACerealspic.twitter.com/zrw9HQR2Ro', 'Actually, we have...\n\n#NBACerealspic.twitter.com/iOcmjjXzqw']",11,"['Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017']","['Orlando Magic', 'LA Clippers', 'Dallas Mavericks', 'Denver Nuggets', 'Charlotte Hornets', 'Chicago Bulls', 'Charlotte Hornets', 'San Antonio Spurs', 'San Antonio Spurs', 'Sacramento Kings', 'Chicago Bulls']",11
20,.@SlamsonTheLion Drains Reverse Halfcourt Shot » http://spr.ly/60118XyrR pic.twitter.com/4tzIy9ns7m,ChicagoBulls,SacramentoKings,"['.@SlamsonTheLion Drains Reverse Halfcourt Shot » http://spr.ly/60118XyrR\xa0pic.twitter.com/4tzIy9ns7m', 'looks familiar pic.twitter.com/cQRoMYTgWf', 'same (@STUFFMagic )pic.twitter.com/IT8IsVcZFL', 'Anyone up for a game of knockout?pic.twitter.com/dLQ6Pmnq4P', ""We're a little late to this party but at least @bennythebull dressed up.pic.twitter.com/JTFgUrXW1I""]",5,"['Mar 2 2017', 'Mar 2 2017', 'Mar 2 2017', 'Mar 2 2017', 'Mar 3 2017']","['Sacramento Kings', 'Denver Nuggets', 'Orlando Magic', 'Atlanta Hawks', 'Chicago Bulls']",5
21,E'Twaun Moore is on track to score 80 points tonight.,ChicagoBulls,SacramentoKings,"[""E'Twaun Moore is on track to score 80 points tonight."", '@chicagobulls .............', '@SacramentoKings just spitting facts over here']",3,"['3 Feb 2016', '3 Feb 2016', '3 Feb 2016']","['Chicago Bulls', 'Sacramento Kings', 'Chicago Bulls']",3
