,0,1,2,3,4,5,6,7
10,"Waiting on @NBA season like... 

#IsItOctoberYetpic.twitter.com/bKci9WTkZm",DetroitPistons,LAClippers,"['Waiting on @NBA season like... \n\n#IsItOctoberYetpic.twitter.com/bKci9WTkZm', 'samepic.twitter.com/aytxIiCcsF', 'Us too.pic.twitter.com/y5suNfW9a6', ""Don't worry guys, only 2 more months!pic.twitter.com/Shxz9GQXj4"", '  season comi\n#IsItOctoberYetpic.twitter.com/PLHZITyhaV', '#ICantWait. #IsItOctoberYetpic.twitter.com/PHGKxkJGYI', 'Not  enough. #IsItOctoberYetpic.twitter.com/SqWkkewrBV', '*looks at calendar*pic.twitter.com/LUkLSZ1Nzg', 'Got our eyes  on October. #IsItOctoberYetpic.twitter.com/V97aY8OEFw', ""*Sees it's August*\n\n*Realizes it's only two months until October* #IsItOctoberYetpic.twitter.com/XlTNfRSloi""]",10,"['Aug 1 2017', 'Aug 1 2017', 'Aug 1 2017', 'Aug 1 2017', 'Aug 1 2017', 'Aug 1 2017', 'Aug 1 2017', 'Aug 1 2017', 'Aug 1 2017', 'Aug 1 2017']","['San Antonio Spurs', 'Memphis Grizzlies', 'Washington Wizards', 'Boston Celtics', 'Atlanta Hawks', 'Detroit Pistons', 'LA Clippers', 'Cleveland Cavaliers', 'Timberwolves', 'Detroit Pistons']",10
11,"Waiting on @NBA season like... 

#IsItOctoberYetpic.twitter.com/bKci9WTkZm",DetroitPistons,WashWizards,"['Waiting on @NBA season like... \n\n#IsItOctoberYetpic.twitter.com/bKci9WTkZm', 'samepic.twitter.com/aytxIiCcsF', 'Us too.pic.twitter.com/y5suNfW9a6', ""Don't worry guys, only 2 more months!pic.twitter.com/Shxz9GQXj4"", '  season comi\n#IsItOctoberYetpic.twitter.com/PLHZITyhaV', '#ICantWait. #IsItOctoberYetpic.twitter.com/PHGKxkJGYI', 'Not  enough. #IsItOctoberYetpic.twitter.com/SqWkkewrBV', '*looks at calendar*pic.twitter.com/LUkLSZ1Nzg', 'Got our eyes  on October. #IsItOctoberYetpic.twitter.com/V97aY8OEFw', ""*Sees it's August*\n\n*Realizes it's only two months until October* #IsItOctoberYetpic.twitter.com/XlTNfRSloi""]",10,"['Aug 1 2017', 'Aug 1 2017', 'Aug 1 2017', 'Aug 1 2017', 'Aug 1 2017', 'Aug 1 2017', 'Aug 1 2017', 'Aug 1 2017', 'Aug 1 2017', 'Aug 1 2017']","['San Antonio Spurs', 'Memphis Grizzlies', 'Washington Wizards', 'Boston Celtics', 'Atlanta Hawks', 'Detroit Pistons', 'LA Clippers', 'Cleveland Cavaliers', 'Timberwolves', 'Detroit Pistons']",10
12,"Waiting on @NBA season like... 

#IsItOctoberYetpic.twitter.com/bKci9WTkZm",DetroitPistons,spurs,"['Waiting on @NBA season like... \n\n#IsItOctoberYetpic.twitter.com/bKci9WTkZm', 'samepic.twitter.com/aytxIiCcsF', 'Us too.pic.twitter.com/y5suNfW9a6', ""Don't worry guys, only 2 more months!pic.twitter.com/Shxz9GQXj4"", '  season comi\n#IsItOctoberYetpic.twitter.com/PLHZITyhaV', '#ICantWait. #IsItOctoberYetpic.twitter.com/PHGKxkJGYI', 'Not  enough. #IsItOctoberYetpic.twitter.com/SqWkkewrBV', '*looks at calendar*pic.twitter.com/LUkLSZ1Nzg', 'Got our eyes  on October. #IsItOctoberYetpic.twitter.com/V97aY8OEFw', ""*Sees it's August*\n\n*Realizes it's only two months until October* #IsItOctoberYetpic.twitter.com/XlTNfRSloi""]",10,"['Aug 1 2017', 'Aug 1 2017', 'Aug 1 2017', 'Aug 1 2017', 'Aug 1 2017', 'Aug 1 2017', 'Aug 1 2017', 'Aug 1 2017', 'Aug 1 2017', 'Aug 1 2017']","['San Antonio Spurs', 'Memphis Grizzlies', 'Washington Wizards', 'Boston Celtics', 'Atlanta Hawks', 'Detroit Pistons', 'LA Clippers', 'Cleveland Cavaliers', 'Timberwolves', 'Detroit Pistons']",10
13,Reese's KCP-ieces #NBASweets,DetroitPistons,spurs,"[""Reese's KCP-ieces #NBASweets"", ""@DetroitPistons we'll see your Reese's Pieces and raise you Reese's Peanut Bonner Cups #NBASweets"", '@spurs Hahahaha']",3,"['6 Aug 2014', '6 Aug 2014', '6 Aug 2014']","['Detroit Pistons', 'San Antonio Spurs', 'Detroit Pistons']",3
14,Waiting for the season to begin like... #NBAOffseasonpic.twitter.com/bkQ2z7Jqzn,DetroitPistons,spurs,"['Waiting for the season to begin like... #NBAOffseasonpic.twitter.com/bkQ2z7Jqzn', '.@warriors Saaaame. #NBAOffseasonpic.twitter.com/SGSMNwMLlD', "".@Sixers @warriors We're just going around the office like .. . #NBAOffseasonpic.twitter.com/Zl3YXhtgfh"", "".@Suns @warriors But once it's finally October... #NBAOffseasonpic.twitter.com/mov26u29Fd"", '.@Sixers dance off to pass the time? #NBAOffseasonpic.twitter.com/gyKA5eKAPp', ""@MNTimberwolves @Sixers We're in.\n\n#NBAoffseasonpic.twitter.com/filu7Z7d6d"", '.@Sixers Welcome to the dance party, @spurs. #NBAOffseasonpic.twitter.com/TF8ufjLb43', '.@MNTimberwolves @Sixers @spurs #NBAOffseason Did someone say dance party?pic.twitter.com/VjMIDv1Bjq']",8,"['28 Jul 2015', '28 Jul 2015', '28 Jul 2015', '28 Jul 2015', '28 Jul 2015', '28 Jul 2015', '28 Jul 2015', '28 Jul 2015']","['Golden State Warriors', 'Philadelphia 76ers', 'Phoenix Suns', 'Philadelphia 76ers', 'Timberwolves', 'San Antonio Spurs', 'Timberwolves', 'Detroit Pistons']",8
15,.@Timberwolves @dallasmavs @NBAonTNT We love balloons. We've got the old school music too. #GIFPartypic.twitter.com/Aig01EG1j3,DetroitPistons,Suns,"["".@Timberwolves @dallasmavs @NBAonTNT We love balloons. We've got the old school music too. #GIFPartypic.twitter.com/Aig01EG1j3"", '.@Suns @Timberwolves @NBAonTNT Balloons are great. Music is great. We’ll bring the Dirk Dab.  #GIFpartypic.twitter.com/r9o77uMPb9', '.@dallasmavs @Suns @Timberwolves @NBAonTNT you guys mind if we turn it up a bit? #GIFPartypic.twitter.com/uzyWaZdxVo', "".@Bucks @dallasmavs @Timberwolves @NBAonTNT We'd prefer if you didn't. #GIFPartypic.twitter.com/E0fLbJqYia"", '.@Suns @Bucks @dallasmavs @Timberwolves @NBAonTNT Walking into the #GIFParty likepic.twitter.com/ZECHS17997', '.@DetroitPistons @Suns @Bucks @dallasmavs @NBAonTNT \n\nWhen everyone comes to the #GIFParty..pic.twitter.com/olH8Kyb8Fh', '@Timberwolves @DetroitPistons @Suns @Bucks @dallasmavs @NBAonTNT hey fam  #GIFpartypic.twitter.com/PYlBmJlfle', "".@warriors @Timberwolves @DetroitPistons @Bucks @dallasmavs @NBAonTNT Who's got the best dance moves at #GIFParty?pic.twitter.com/UKtibJe9Zd"", '.@Suns @warriors @Timberwolves @DetroitPistons @dallasmavs @NBAonTNT The Greek Freak cuts a rug at the #GIFPartypic.twitter.com/ZSLiIWBdJH', '.@Bucks @warriors @Timberwolves @DetroitPistons @dallasmavs @NBAonTNT We see Greek Freak and raise you @SunsDancerspic.twitter.com/YJJ4N0kLV9', '.@Suns @Bucks @warriors @Timberwolves @DetroitPistons @dallasmavs @NBAonTNT @SunsDancers We got someone for that.pic.twitter.com/gZTdZYhdPZ']",11,"['3 Mar 2016', '3 Mar 2016', '3 Mar 2016', '3 Mar 2016', '3 Mar 2016', '3 Mar 2016', '3 Mar 2016', '3 Mar 2016', '3 Mar 2016', '3 Mar 2016', '3 Mar 2016']","['Phoenix Suns', 'Dallas Mavericks', 'Milwaukee Bucks', 'Phoenix Suns', 'Detroit Pistons', 'Timberwolves', 'Golden State Warriors', 'Phoenix Suns', 'Milwaukee Bucks', 'Phoenix Suns', 'Detroit Pistons']",11
16, Should be a great time tonight. #SunsVsPistons and College Night sound like a perfect Friday.https://twitter.com/LaurenAshlee19/status/662666682863763456 …,DetroitPistons,Suns,"[' Should be a great time tonight. #SunsVsPistons and College Night sound like a perfect Friday.https://twitter.com/LaurenAshlee19/status/662666682863763456\xa0…', ""@Suns Sounds fun. We'll be there!"", ""@DetroitPistons Now we're talking. \n\n 7:30 at our place work for you?"", ""@Suns Time can't move fast enough. We'll be there.pic.twitter.com/9bjpKiEh7P"", '@DetroitPistons If only we had one of these! #SunsVsPistonspic.twitter.com/0SXhy26lco', '@Suns Well, we do have one of these. No time travel, though.pic.twitter.com/pV9DtUFiMi', ""@DetroitPistons That's not a hoverboard. This is a hoverboard.pic.twitter.com/wka5PgWQdK"", '@Suns WHAT ARE THOSE?']",8,"['6 Nov 2015', '6 Nov 2015', '6 Nov 2015', '6 Nov 2015', '6 Nov 2015', '6 Nov 2015', '6 Nov 2015', '6 Nov 2015']","['Phoenix Suns', 'Detroit Pistons', 'Phoenix Suns', 'Detroit Pistons', 'Phoenix Suns', 'Detroit Pistons', 'Phoenix Suns', 'Detroit Pistons']",8
17,1) @suns 2) @pistons... right? RT @amcnally03: Is at @ThePalace for @detroitpistons vs @Suns ! My two favorite teams battle!,DetroitPistons,Suns,"['1) @suns 2) @pistons... right? RT @amcnally03: Is at @ThePalace for @detroitpistons vs @Suns ! My two favorite teams battle!', ""@Suns @amcnally03 Don't listen to them April!""]",2,"['11 Jan 2014', '11 Jan 2014']","['Phoenix Suns', 'Detroit Pistons']",2
18,"it's interesting following the @Suns v. @DetroitPistons game, considering I follow both teams on twitter. Let the twitter war commence!",DetroitPistons,Suns,"[""it's interesting following the @Suns v. @DetroitPistons game, considering I follow both teams on twitter. Let the twitter war commence!"", '@RevilingNeptune @DetroitPistons War? Nah. But we think we know who would take a friendly battle. Enjoy #SunsVsPistons.', '@Suns @RevilingNeptune (snapping fingers ""West Side Story"" style)']",3,"['21 Mar 2014', '21 Mar 2014', '21 Mar 2014']","['Kyle Hanton', 'Phoenix Suns', 'Detroit Pistons']",3
19,It’s not a #GIFparty unless @zaza27 is there… #justsaying #shotlineblingpic.twitter.com/V1M5Zxq062,DetroitPistons,Suns,"['It’s not a #GIFparty unless @zaza27 is there… #justsaying #shotlineblingpic.twitter.com/V1M5Zxq062', "".@dallasmavs Did you say #GIFParty? We'll see your Zaza and raise you Mirza.pic.twitter.com/LqLelHlWZy"", "".@Suns @dallasmavs you can't have a #GIFParty without inviting Chuck.pic.twitter.com/mytWPPYgiO"", '.@NBAonTNT @dallasmavspic.twitter.com/Y2CSqdFPv4', '.@Suns @NBAonTNT #GIFpartypic.twitter.com/RIFTbwPgiS', "".@dallasmavs @Suns @NBAonTNT\n\nWhat's a party without balloons!? \n\n#GIFPartypic.twitter.com/u4gopRExDq"", "".@Timberwolves @dallasmavs @NBAonTNT We love balloons. We've got the old school music too. #GIFPartypic.twitter.com/Aig01EG1j3"", '.@Suns @Timberwolves @NBAonTNT Balloons are great. Music is great. We’ll bring the Dirk Dab.  #GIFpartypic.twitter.com/r9o77uMPb9', '.@dallasmavs @Suns @Timberwolves @NBAonTNT you guys mind if we turn it up a bit? #GIFPartypic.twitter.com/uzyWaZdxVo', "".@Bucks @dallasmavs @Timberwolves @NBAonTNT We'd prefer if you didn't. #GIFPartypic.twitter.com/E0fLbJqYia"", '.@Suns @Bucks @dallasmavs @Timberwolves @NBAonTNT Walking into the #GIFParty likepic.twitter.com/ZECHS17997']",11,"['3 Mar 2016', '3 Mar 2016', '3 Mar 2016', '3 Mar 2016', '3 Mar 2016', '3 Mar 2016', '3 Mar 2016', '3 Mar 2016', '3 Mar 2016', '3 Mar 2016', '3 Mar 2016']","['Dallas Mavericks', 'Phoenix Suns', 'NBA on TNT', 'Phoenix Suns', 'Dallas Mavericks', 'Timberwolves', 'Phoenix Suns', 'Dallas Mavericks', 'Milwaukee Bucks', 'Phoenix Suns', 'Detroit Pistons']",11
20,.@Suns @Bucks @dallasmavs @Timberwolves @NBAonTNT Walking into the #GIFParty likepic.twitter.com/ZECHS17997,DetroitPistons,Suns,"['.@Suns @Bucks @dallasmavs @Timberwolves @NBAonTNT Walking into the #GIFParty likepic.twitter.com/ZECHS17997', '.@DetroitPistons @Suns @Bucks @dallasmavs @NBAonTNT \n\nWhen everyone comes to the #GIFParty..pic.twitter.com/olH8Kyb8Fh', '@Timberwolves @DetroitPistons @Suns @Bucks @dallasmavs @NBAonTNT hey fam  #GIFpartypic.twitter.com/PYlBmJlfle', "".@warriors @Timberwolves @DetroitPistons @Bucks @dallasmavs @NBAonTNT Who's got the best dance moves at #GIFParty?pic.twitter.com/UKtibJe9Zd"", '.@Suns @warriors @Timberwolves @DetroitPistons @dallasmavs @NBAonTNT The Greek Freak cuts a rug at the #GIFPartypic.twitter.com/ZSLiIWBdJH', '.@Bucks @warriors @Timberwolves @DetroitPistons @dallasmavs @NBAonTNT We see Greek Freak and raise you @SunsDancerspic.twitter.com/YJJ4N0kLV9', "".@Suns @Bucks @warriors @Timberwolves @DetroitPistons @dallasmavs @NBAonTNT We'll nominate our guy #GIFPartypic.twitter.com/eNWRamH71D"", '.@WashWizards @Suns @Bucks @warriors @Timberwolves @DetroitPistons @dallasmavs @NBAonTNT Wassup errbody #GIFpartypic.twitter.com/yuqx5xt9uw', "".@Sixers @WashWizards @Bucks @warriors @Timberwolves @DetroitPistons @dallasmavs @NBAonTNT Don't let #GIFParty end.pic.twitter.com/ZZCnkyVfct"", '.@Suns @Sixers @WashWizards @warriors @Timberwolves @dallasmavs @NBAonTNT Even the #GIFparty must come to an end...pic.twitter.com/ueKtYyq6rF', '.@Bucks @Suns @Sixers @WashWizards @warriors @Timberwolves @dallasmavs @NBAonTNTpic.twitter.com/1jWqpgyH11']",11,"['3 Mar 2016', '3 Mar 2016', '3 Mar 2016', '3 Mar 2016', '3 Mar 2016', '3 Mar 2016', '3 Mar 2016', '3 Mar 2016', '3 Mar 2016', '3 Mar 2016', '3 Mar 2016']","['Detroit Pistons', 'Timberwolves', 'Golden State Warriors', 'Phoenix Suns', 'Milwaukee Bucks', 'Phoenix Suns', 'Washington Wizards', 'Philadelphia 76ers', 'Phoenix Suns', 'Milwaukee Bucks', 'Detroit Pistons']",11
21,.@Timberwolves @dallasmavs @NBAonTNT We love balloons. We've got the old school music too. #GIFPartypic.twitter.com/Aig01EG1j3,DetroitPistons,Warriors,"["".@Timberwolves @dallasmavs @NBAonTNT We love balloons. We've got the old school music too. #GIFPartypic.twitter.com/Aig01EG1j3"", '.@Suns @Timberwolves @NBAonTNT Balloons are great. Music is great. We’ll bring the Dirk Dab.  #GIFpartypic.twitter.com/r9o77uMPb9', '.@dallasmavs @Suns @Timberwolves @NBAonTNT you guys mind if we turn it up a bit? #GIFPartypic.twitter.com/uzyWaZdxVo', "".@Bucks @dallasmavs @Timberwolves @NBAonTNT We'd prefer if you didn't. #GIFPartypic.twitter.com/E0fLbJqYia"", '.@Suns @Bucks @dallasmavs @Timberwolves @NBAonTNT Walking into the #GIFParty likepic.twitter.com/ZECHS17997', '.@DetroitPistons @Suns @Bucks @dallasmavs @NBAonTNT \n\nWhen everyone comes to the #GIFParty..pic.twitter.com/olH8Kyb8Fh', '@Timberwolves @DetroitPistons @Suns @Bucks @dallasmavs @NBAonTNT hey fam  #GIFpartypic.twitter.com/PYlBmJlfle', "".@warriors @Timberwolves @DetroitPistons @Bucks @dallasmavs @NBAonTNT Who's got the best dance moves at #GIFParty?pic.twitter.com/UKtibJe9Zd"", '.@Suns @warriors @Timberwolves @DetroitPistons @dallasmavs @NBAonTNT The Greek Freak cuts a rug at the #GIFPartypic.twitter.com/ZSLiIWBdJH', '.@Bucks @warriors @Timberwolves @DetroitPistons @dallasmavs @NBAonTNT We see Greek Freak and raise you @SunsDancerspic.twitter.com/YJJ4N0kLV9', '.@Suns @Bucks @warriors @Timberwolves @DetroitPistons @dallasmavs @NBAonTNT @SunsDancers We got someone for that.pic.twitter.com/gZTdZYhdPZ']",11,"['3 Mar 2016', '3 Mar 2016', '3 Mar 2016', '3 Mar 2016', '3 Mar 2016', '3 Mar 2016', '3 Mar 2016', '3 Mar 2016', '3 Mar 2016', '3 Mar 2016', '3 Mar 2016']","['Phoenix Suns', 'Dallas Mavericks', 'Milwaukee Bucks', 'Phoenix Suns', 'Detroit Pistons', 'Timberwolves', 'Golden State Warriors', 'Phoenix Suns', 'Milwaukee Bucks', 'Phoenix Suns', 'Detroit Pistons']",11
22,"It's been awhile since we've done an NBA #HashtagGame... @Suns @ATLHawks @Sixers @Bucks @spurs @MNTimberwolves @DetroitPistons, you down?",DetroitPistons,Warriors,"[""It's been awhile since we've done an NBA #HashtagGame... @Suns @ATLHawks @Sixers @Bucks @spurs @MNTimberwolves @DetroitPistons, you down?"", ""@warriors @Suns @ATLHawks @Sixers @Bucks @spurs @MNTimberwolves @DetroitPistons let's go!"", ""@denvernuggets @warriors @Suns @ATLHawks @Sixers @Bucks @spurs @MNTimberwolves @DetroitPistons We're ready to go!""]",3,"['20 Aug 2014', '20 Aug 2014', '20 Aug 2014']","['Golden State Warriors', 'Denver Nuggets', 'Detroit Pistons']",3
