,0,1,2,3,4,5,6,7
0,Well this is going to be a loooonngggg day... what will you be doing while waiting for the #NBASchedule to come out?pic.twitter.com/YYCoU9WODM,DallasMavs,NYKnicks,"['Well this is going to be a loooonngggg day... what will you be doing while waiting for the #NBASchedule to come out?pic.twitter.com/YYCoU9WODM', ""@hornets Good question. Today is NBA New Year's, but there's no Rose Bowl to watch..."", ""@ATLHawks we'll be patiently twiddling our thumbs over here... Maybe a game of tic tac toe or hangman is in order?"", '@hornets @ATLHawks We are down!', '@dallasmavs @ATLHawks I like where this is going!', '@hornets @dallasmavs\n\n_ _   _ _ _ _   _ _ _   _ _ _ _ _ _ _ _   _ _ _\n\nCategory: Phrase', '@ATLHawks is the @dallasmavs vs @hornets? You first Charlotte! #GameON', '@dallasmavs @hornets Can we enforce a timer on Charlotte?', '@ATLHawks @hornets Whilke we wait….http://youtu.be/rTyN-vvFIkE\xa0', '@dallasmavs @hornets But this clip is only an hour. Are you banking on Charlotte playing before then?', '@ATLHawks Well if @hornets don’t answer within the hour I say we wake up @nyknicks or the @OrlandoMagic!']",11,"['13 Aug 2014', '13 Aug 2014', '13 Aug 2014', '13 Aug 2014', '13 Aug 2014', '13 Aug 2014', '13 Aug 2014', '13 Aug 2014', '13 Aug 2014', '13 Aug 2014', '13 Aug 2014']","['Charlotte Hornets', 'Atlanta Hawks', 'Charlotte Hornets', 'Dallas Mavericks', 'Charlotte Hornets', 'Atlanta Hawks', 'Dallas Mavericks', 'Atlanta Hawks', 'Dallas Mavericks', 'Atlanta Hawks', 'Dallas Mavericks']",11
1,Harris Bueller's Day Off. #NBAMovies @tobias31pic.twitter.com/mFZNotPtyF,DallasMavs,OrlandoMagic,"[""Harris Bueller's Day Off. #NBAMovies @tobias31pic.twitter.com/mFZNotPtyF"", 'We’ll see your Harris Bueller with our own Harris Bueller! @Dev34Harris @OrlandoMagic #NBAMovieshttp://youtu.be/kmgQgd1fPpo\xa0']",2,"['20 Aug 2014', '20 Aug 2014']","['Orlando Magic', 'Dallas Mavericks']",2
2,Well this is going to be a loooonngggg day... what will you be doing while waiting for the #NBASchedule to come out?pic.twitter.com/YYCoU9WODM,DallasMavs,OrlandoMagic,"['Well this is going to be a loooonngggg day... what will you be doing while waiting for the #NBASchedule to come out?pic.twitter.com/YYCoU9WODM', ""@hornets Good question. Today is NBA New Year's, but there's no Rose Bowl to watch..."", ""@ATLHawks we'll be patiently twiddling our thumbs over here... Maybe a game of tic tac toe or hangman is in order?"", '@hornets @ATLHawks We are down!', '@dallasmavs @ATLHawks I like where this is going!', '@hornets @dallasmavs\n\n_ _   _ _ _ _   _ _ _   _ _ _ _ _ _ _ _   _ _ _\n\nCategory: Phrase', '@ATLHawks is the @dallasmavs vs @hornets? You first Charlotte! #GameON', '@dallasmavs @hornets Can we enforce a timer on Charlotte?', '@ATLHawks @hornets Whilke we wait….http://youtu.be/rTyN-vvFIkE\xa0', '@dallasmavs @hornets But this clip is only an hour. Are you banking on Charlotte playing before then?', '@ATLHawks Well if @hornets don’t answer within the hour I say we wake up @nyknicks or the @OrlandoMagic!']",11,"['13 Aug 2014', '13 Aug 2014', '13 Aug 2014', '13 Aug 2014', '13 Aug 2014', '13 Aug 2014', '13 Aug 2014', '13 Aug 2014', '13 Aug 2014', '13 Aug 2014', '13 Aug 2014']","['Charlotte Hornets', 'Atlanta Hawks', 'Charlotte Hornets', 'Dallas Mavericks', 'Charlotte Hornets', 'Atlanta Hawks', 'Dallas Mavericks', 'Atlanta Hawks', 'Dallas Mavericks', 'Atlanta Hawks', 'Dallas Mavericks']",11
3,Hey @OrlandoMagic (let’s go)!https://twitter.com/orlandomagic/status/917478884744073216 …,DallasMavs,OrlandoMagic,"['Hey @OrlandoMagic (let’s go)!https://twitter.com/orlandomagic/status/917478884744073216\xa0…', 'see you there', 'Yup 7:30pm']",3,"['Oct 9 2017', 'Oct 9 2017', 'Oct 9 2017']","['Dallas Mavericks', 'Orlando Magic', 'Dallas Mavericks']",3
4,It’s not a #GIFparty unless @zaza27 is there… #justsaying #shotlineblingpic.twitter.com/V1M5Zxq062,DallasMavs,Timberwolves,"['It’s not a #GIFparty unless @zaza27 is there… #justsaying #shotlineblingpic.twitter.com/V1M5Zxq062', "".@dallasmavs Did you say #GIFParty? We'll see your Zaza and raise you Mirza.pic.twitter.com/LqLelHlWZy"", "".@Suns @dallasmavs you can't have a #GIFParty without inviting Chuck.pic.twitter.com/mytWPPYgiO"", '.@NBAonTNT @dallasmavspic.twitter.com/Y2CSqdFPv4', '.@Suns @NBAonTNT #GIFpartypic.twitter.com/RIFTbwPgiS', "".@dallasmavs @Suns @NBAonTNT\n\nWhat's a party without balloons!? \n\n#GIFPartypic.twitter.com/u4gopRExDq"", "".@Timberwolves @dallasmavs @NBAonTNT We love balloons. We've got the old school music too. #GIFPartypic.twitter.com/Aig01EG1j3"", '.@Suns @Timberwolves @NBAonTNT Balloons are great. Music is great. We’ll bring the Dirk Dab.  #GIFpartypic.twitter.com/r9o77uMPb9', '.@dallasmavs @Suns @Timberwolves @NBAonTNT you guys mind if we turn it up a bit? #GIFPartypic.twitter.com/uzyWaZdxVo', '.@Bucks @Suns @Timberwolves @NBAonTNT right there with ya! #turnup #GIFPartypic.twitter.com/N5nD1JsPNp']",10,"['3 Mar 2016', '3 Mar 2016', '3 Mar 2016', '3 Mar 2016', '3 Mar 2016', '3 Mar 2016', '3 Mar 2016', '3 Mar 2016', '3 Mar 2016', '3 Mar 2016']","['Dallas Mavericks', 'Phoenix Suns', 'NBA on TNT', 'Phoenix Suns', 'Dallas Mavericks', 'Timberwolves', 'Phoenix Suns', 'Dallas Mavericks', 'Milwaukee Bucks', 'Dallas Mavericks']",10
5,"Waiting on @NBA season like... 

#IsItOctoberYetpic.twitter.com/bKci9WTkZm",DallasMavs,Timberwolves,"['Waiting on @NBA season like... \n\n#IsItOctoberYetpic.twitter.com/bKci9WTkZm', 'samepic.twitter.com/aytxIiCcsF', 'Us too.pic.twitter.com/y5suNfW9a6', ""Don't worry guys, only 2 more months!pic.twitter.com/Shxz9GQXj4"", '  season comi\n#IsItOctoberYetpic.twitter.com/PLHZITyhaV', '#ICantWait. #IsItOctoberYetpic.twitter.com/PHGKxkJGYI', 'Not  enough. #IsItOctoberYetpic.twitter.com/SqWkkewrBV', '*looks at calendar*pic.twitter.com/LUkLSZ1Nzg', 'Got our eyes  on October. #IsItOctoberYetpic.twitter.com/V97aY8OEFw', 'Not just yet... #IsItOctoberYetpic.twitter.com/W4ro1V9qfY', 'Us in October…#IsItOctoberYetpic.twitter.com/pTqn7MuCqw']",11,"['Aug 1 2017', 'Aug 1 2017', 'Aug 1 2017', 'Aug 1 2017', 'Aug 1 2017', 'Aug 1 2017', 'Aug 1 2017', 'Aug 1 2017', 'Aug 1 2017', 'Aug 1 2017', 'Aug 1 2017']","['San Antonio Spurs', 'Memphis Grizzlies', 'Washington Wizards', 'Boston Celtics', 'Atlanta Hawks', 'Detroit Pistons', 'LA Clippers', 'Cleveland Cavaliers', 'Timberwolves', 'Milwaukee Bucks', 'Dallas Mavericks']",11
6,.@Suns @dallasmavs you can't have a #GIFParty without inviting Chuck.pic.twitter.com/mytWPPYgiO,DallasMavs,Timberwolves,"["".@Suns @dallasmavs you can't have a #GIFParty without inviting Chuck.pic.twitter.com/mytWPPYgiO"", '.@NBAonTNT @dallasmavspic.twitter.com/Y2CSqdFPv4', '.@Suns @NBAonTNT #GIFpartypic.twitter.com/RIFTbwPgiS', "".@dallasmavs @Suns @NBAonTNT\n\nWhat's a party without balloons!? \n\n#GIFPartypic.twitter.com/u4gopRExDq"", "".@Timberwolves @dallasmavs @NBAonTNT We love balloons. We've got the old school music too. #GIFPartypic.twitter.com/Aig01EG1j3"", '.@Suns @Timberwolves @NBAonTNT Balloons are great. Music is great. We’ll bring the Dirk Dab.  #GIFpartypic.twitter.com/r9o77uMPb9', '.@dallasmavs @Suns @Timberwolves @NBAonTNT you guys mind if we turn it up a bit? #GIFPartypic.twitter.com/uzyWaZdxVo', "".@Bucks @dallasmavs @Timberwolves @NBAonTNT We'd prefer if you didn't. #GIFPartypic.twitter.com/E0fLbJqYia"", '.@Suns @Bucks @dallasmavs @Timberwolves @NBAonTNT Walking into the #GIFParty likepic.twitter.com/ZECHS17997', '.@DetroitPistons @Suns @Bucks @dallasmavs @NBAonTNT \n\nWhen everyone comes to the #GIFParty..pic.twitter.com/olH8Kyb8Fh', '.@Timberwolves @DetroitPistons @Suns @Bucks @NBAonTNT While everyones here…#DirkBurger?? #GIFParty #deliciouspic.twitter.com/fysImSCUeG']",11,"['3 Mar 2016', '3 Mar 2016', '3 Mar 2016', '3 Mar 2016', '3 Mar 2016', '3 Mar 2016', '3 Mar 2016', '3 Mar 2016', '3 Mar 2016', '3 Mar 2016', '3 Mar 2016']","['NBA on TNT', 'Phoenix Suns', 'Dallas Mavericks', 'Timberwolves', 'Phoenix Suns', 'Dallas Mavericks', 'Milwaukee Bucks', 'Phoenix Suns', 'Detroit Pistons', 'Timberwolves', 'Dallas Mavericks']",11
7,Good memories here #MFFLpic.twitter.com/xKZsChUY9V – at American Airlines Arena,DallasMavs,MiamiHEAT,"['Good memories here #MFFLpic.twitter.com/xKZsChUY9V – at American Airlines Arena', 'touché. We have a few good memories in here of our own pic.twitter.com/DhmyktVeiF', 'um are you guys still running dial-up? ']",3,"['Jan 19 2017', 'Feb 27 2017', 'Feb 27 2017']","['Dallas Mavericks', 'Miami HEAT', 'Dallas Mavericks']",3
8,"@hornets @ATLHawks going with our last guess, R??",DallasMavs,Hornets,"['@hornets @ATLHawks going with our last guess, R??', '@dallasmavs @hornets \n\n_ _ _ _ _ R    _ _ _\n\nMavs still perfect on letters. What say you, Hornets?', ""@ATLHawks @dallasmavs we're buying a vowel. E."", ""@hornets @dallasmavs \n\n_ _ _ _ ER    _ _ _\n\nThat's Wheel of Fortune lingo...but we'll honor it. Mavs up."", '@ATLHawks @hornets can we get a W?', '@dallasmavs @hornets \n\n_ _ _ _ ER    W _ _\n\nRisky! But the perfect morning continues.', ""@ATLHawks @dallasmavs dang Mavs... who's over there feeding you letters?! We guess N"", '@hornets @dallasmavs \n\n_ _ N _ ER    W _ _\n\nNice answer by Charlotte...looking to win the close out game of this Best-of-Three!', '@ATLHawks @hornets the pressure!! We\'re going with an ""O""', ""@dallasmavs @hornets \n\n_ _ N _ ER    W _ _\n\nNolan Ryan would be disappointed. The perfect game is over. No 'O's"", '@ATLHawks @hornets ']",11,"['13 Aug 2014', '13 Aug 2014', '13 Aug 2014', '13 Aug 2014', '13 Aug 2014', '13 Aug 2014', '13 Aug 2014', '13 Aug 2014', '13 Aug 2014', '13 Aug 2014', '13 Aug 2014']","['Dallas Mavericks', 'Atlanta Hawks', 'Charlotte Hornets', 'Atlanta Hawks', 'Dallas Mavericks', 'Atlanta Hawks', 'Charlotte Hornets', 'Atlanta Hawks', 'Dallas Mavericks', 'Atlanta Hawks', 'Dallas Mavericks']",11
9,"@dallasmavs @hornets 

_ _ _ _     _ _ _ _ _ _ _ _ _ _ R

Dallas is on the board!",DallasMavs,Hornets,"['@dallasmavs @hornets \n\n_ _ _ _     _ _ _ _ _ _ _ _ _ _ R\n\nDallas is on the board!', ""@ATLHawks @dallasmavs if it's Mike Budenholzer we're not taking credit! Fan just tweeted it ... If it's that's not it, give us an arm"", ""@hornets @dallasmavs Dang...we made it too easy! Okay...here's a tougher one:\n\n_ _ _ _ _ _    _ _ _\n\nCategory: Thing\n\nYou're up Hornets!"", ""@ATLHawks @dallasmavs let's go with a T!"", ""@hornets @dallasmavs \n\n_ _ _ _ _ _    _ _ _\n\nNo 'T's. Dallas?"", '@ATLHawks @dallasmavs argghhh!', '@hornets @ATLHawks going with our last guess, R??', '@dallasmavs @hornets \n\n_ _ _ _ _ R    _ _ _\n\nMavs still perfect on letters. What say you, Hornets?', ""@ATLHawks @dallasmavs we're buying a vowel. E."", ""@hornets @dallasmavs \n\n_ _ _ _ ER    _ _ _\n\nThat's Wheel of Fortune lingo...but we'll honor it. Mavs up."", '@ATLHawks @hornets can we get a W?']",11,"['13 Aug 2014', '13 Aug 2014', '13 Aug 2014', '13 Aug 2014', '13 Aug 2014', '13 Aug 2014', '13 Aug 2014', '13 Aug 2014', '13 Aug 2014', '13 Aug 2014', '13 Aug 2014']","['Atlanta Hawks', 'Charlotte Hornets', 'Atlanta Hawks', 'Charlotte Hornets', 'Atlanta Hawks', 'Charlotte Hornets', 'Dallas Mavericks', 'Atlanta Hawks', 'Charlotte Hornets', 'Atlanta Hawks', 'Dallas Mavericks']",11
